id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50848751,Renovated Central Austin 2BR with Beautiful Yard,204214853,Julie,,78751,30.32014,-97.718,Entire home/apt,230,3,16,2022-05-12,1.88,1,137,16,
50850239,Trendy Loft Home in South of Downtown Austin,104278059,Kristen,,78704,30.23925,-97.7634,Entire home/apt,864,1,3,2022-05-21,0.38,1,356,3,
50892412,Bedroom in Artsy Austin Home,17790513,Laura,,78744,30.1971,-97.73108,Private room,20,2,3,2021-07-30,0.27,1,0,3,
50892608,Cozy Condo near University of Texas at Austin,285364413,Christian,,78705,30.2832676544747,-97.74477107133696,Entire home/apt,114,30,0,,,36,181,0,
50893022,Cozy room near University of Texas at Austin,285364413,Christian,,78705,30.283405537647134,-97.74682409542773,Private room,57,30,0,,,36,194,0,
50893250,Cozy Suite near University of Texas at Austin,285364413,Christian,,78705,30.284993611989194,-97.74472204599833,Private room,57,30,0,,,36,293,0,
50893415,Comfy&Ultra spacious 1-bedroom|10min from Airport,382236286,Vive Le Café,,78741,30.23412,-97.71778,Entire home/apt,138,1,1,2021-10-05,0.12,3,0,1,
51311184,Central Studio Close to Downtown,372922743,Liz,,78757,30.33633,-97.74591,Entire home/apt,121,2,29,2022-06-05,3.58,1,343,29,
51071832,Newly listed 4 Bdrm only 1.1 miles to Rainey st.,121858032,Yvonne,,78702,30.25552,-97.725,Entire home/apt,531,2,35,2022-06-05,3.28,3,112,35,
51071925,1 BR condo in HEART of SOCO! 1 block to action!,3947597,Chad,,78704,30.2469,-97.75108,Entire home/apt,105,30,9,2022-02-23,1.35,4,311,9,
51083752,Relax in your own apt | 1BR in Austin,359036978,Casey,,78754,30.33094,-97.66342,Entire home/apt,143,30,0,,,398,365,0,
51087207,The Bindel l South Congress l Great Location!,106649223,The Bindel,,78704,30.25529,-97.74686,Entire home/apt,131,30,0,,,53,87,0,
51319931,Unique home on Greenbelt near The Domain,67805684,Joe,,78753,30.38859,-97.67769,Entire home/apt,104,1,0,,,1,0,0,
50896809,East Austin Contemporary with Rooftop Lounge,18253226,Stay Local Austin,,78702,30.27579,-97.72105,Entire home/apt,446,2,27,2022-05-31,2.48,31,131,27,
50899062,Austin’s Serene Oasis! Peaceful Haven,411558193,Memuna,,78751,30.30233,-97.73411,Entire home/apt,128,2,14,2022-05-29,1.36,1,352,14,
51323258,Cabin in the Trees,270823346,Janice,,78733,30.32673,-97.8741,Entire home/apt,105,2,5,2022-06-05,1.72,1,63,5,
51324454,1 Bdrm Art Studio + Disco Ball in HistoricDistrict,99243069,Marianna,,78751,30.30559,-97.71671,Entire home/apt,189,1,2,2021-10-23,0.23,1,12,2,
51087703,Stylish Home in East Austin near Downtown!,72768329,Dietrich,,78702,30.27672,-97.71444,Entire home/apt,600,2,4,2022-05-22,1.09,1,128,4,
51088227,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.40447,-97.72347,Entire home/apt,112,30,0,,,53,199,0,
51089213,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.40234,-97.72309,Entire home/apt,104,30,3,2022-03-20,0.45,53,25,3,
50899252,Stay in a place of your own | 1BR in Austin,359036978,Casey,,78745,30.18193,-97.77778,Entire home/apt,152,30,0,,,398,365,0,
50901766,Mid-Century ~ Near SoCo ~ Fenced yard ~ Corner lot,80406,Dani,,78704,30.24194,-97.74284,Entire home/apt,225,3,14,2022-05-22,1.34,12,161,14,
50919177,Private Comfy Queen bed with guest living room,24219589,Grace,,78754,30.35874,-97.66556,Private room,87,2,7,2022-05-22,0.64,3,77,7,
50919390,Plant House. Cat House. Yoga House. Lady House.,146360128,Maggie,,78749,30.2104,-97.83585,Private room,87,2,4,2021-11-08,0.37,2,0,4,
50919775,DT Luxury Oasis W Pool & Gym,84615321,Bailey,,78704,30.25236,-97.75613,Entire home/apt,1356,2,16,2022-05-16,1.50,2,0,16,
50920447,2 private bedrooms with living room,24219589,Grace,,78754,30.36015,-97.66398,Private room,175,1,2,2022-05-29,0.98,3,67,2,
50920642,Boho South Austin Sanctuary,186124,Amanda,,78745,30.20376,-97.82318,Entire home/apt,264,4,3,2022-04-30,1.80,1,27,3,
50921116,"NEW 'East Side Marvel'- 6BR, 4.5BA Perfectly Located! Fully Equipped Kitchen + Desk Spaces + Fenced Yard",56373541,A Stay Above The Rest,,78723,30.31191,-97.67419,Entire home/apt,651,1,12,2022-05-23,1.33,25,161,12,
51325482,Private Guesthouse and Patio in Hancock/Hyde Park,352177,Adelaide,,78705,30.29447,-97.72213,Entire home/apt,159,2,14,2022-05-30,1.79,1,270,14,
50921580,Professionally Managed Apt. in The Domain- Austin,106649223,The Bindel,,78758,30.40379,-97.72374,Entire home/apt,112,30,0,,,53,314,0,
51093785,"Luxury living at The Domain, Austin,TX",413430387,Raquel,,78758,30.39763,-97.72389,Entire home/apt,180,15,0,,,1,365,0,
50923158,Charming mini-suite in West Campus!,115517310,Bryant,,78705,30.28411,-97.7469,Entire home/apt,161,2,37,2022-06-05,3.50,1,33,37,
51100048,Modern Home with 4 Beds Near South Congress,11271348,Lindsay,,78704,30.2433,-97.7661,Entire home/apt,600,1,21,2022-06-05,2.39,1,334,21,
51326417,2 bedroom cabin near the Lake with private hottub.,46323332,Jonray,,78734,30.36798,-97.94722,Entire home/apt,128,2,23,2022-05-27,2.50,2,352,23,
51328327,"East Side Bungalow- Perfect location, Hip Stay!",1833254,Leyla,,78723,30.2839,-97.69774,Entire home/apt,153,2,4,2022-05-23,0.41,2,19,4,
50923914,“Gorgeous Madrid” in Upscale Area by Indeed/Apple,184511974,Mich,,78759,30.38603,-97.76021,Private room,68,4,12,2022-06-01,1.27,18,311,12,
50924172,“Gorgeous Milan” in Upscale Area by Indeed/Apple,184511974,Mich,,78759,30.38661,-97.7606,Private room,68,15,11,2022-03-13,1.10,18,365,11,
50932539,Stylish & Extra Spacious 2BR 5 min Airport ATX,258262799,Roots,,78741,30.22319,-97.7059,Entire home/apt,111,2,20,2022-05-23,1.85,5,83,20,
51328879,The Triangles ✨ Modern Luxury 5 mins from Downtown,89524024,Homie,,78704,30.23889579428396,-97.76300006415693,Entire home/apt,1051,3,2,2022-04-15,1.05,1,171,2,
51106805,Cozy private bedroom in Southeast Austin.,122610156,Janice,,78725,30.22957,-97.58288,Private room,55,1,26,2022-01-07,2.43,2,254,26,
51107497,ReEnergize South Central - Take it easy,8402421,Andy,,78741,30.21782,-97.73485,Entire home/apt,118,5,26,2022-06-05,2.95,20,126,26,
51111010,Sunnyside up!,80374560,Cindy,,78756,30.31663,-97.73991,Entire home/apt,145,30,5,2022-05-28,0.53,2,312,5,
51111597,Room for lease in Brand New Beautiful Home 2,324923800,Amy,,78754,30.35444,-97.66084,Private room,41,1,7,2021-10-31,0.67,8,0,7,
51116245,Private room in a new home in southeast Austin.,122610156,Janice,,78725,30.23005,-97.58471,Private room,81,1,40,2022-05-29,3.74,2,358,40,
50934783,Lovely Two Bdrm  Unit W/Fireplace Near Domain/Q2,30293115,Shavone,,78727,30.44019,-97.7434,Entire home/apt,140,1,23,2022-06-02,3.54,1,347,23,
50935482,Stunning Midcentury Modern Home off S Congress,1021573,Coral,,78704,30.24386,-97.75442,Private room,177,7,1,2021-11-14,0.14,2,87,1,
50937539,Live + Work + Stay + Easy | 2BR in Austin,343006378,Casey,,78701,30.26942,-97.7501,Entire home/apt,302,30,0,,,28,365,0,
50937587,1 Bedroom + Office | East Austin | The Bindel,106649223,The Bindel,,78701,30.268279199961665,-97.74366232382863,Entire home/apt,133,30,0,,,53,183,0,
50938635,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.40116709290141,-97.70791598998552,Entire home/apt,168,90,0,,,398,365,0,
50939143,WanderJaunt | Patterson | 1BR | East Austin,104309976,WanderJaunt,,78702,30.26002,-97.71494,Entire home/apt,127,1,11,2022-05-18,1.08,215,246,11,
50939250,WanderJaunt | William | 1BR | East Austin,104309976,WanderJaunt,,78702,30.25941,-97.71692,Entire home/apt,135,1,20,2022-05-25,1.80,215,263,20,
50942296,Quiet One Bedroom Apartment with Pool and Parking Near Downtown Austin,50214619,Ames - Austin Vacay,,78703,30.2897,-97.77087,Entire home/apt,68,1,39,2022-05-23,3.56,20,350,39,
50952216,"Lovely 2 BR, 2BA, & Casita on SOCO",412060845,John,,78704,30.24348,-97.75221,Entire home/apt,700,180,0,,,1,0,0,
51121696,New Construction / Contemporary Home / East Austin,412367286,Timothy,,78702,30.27242,-97.73141,Entire home/apt,957,2,7,2022-06-04,1.08,1,96,7,
51329416,"Upscale Contemporary 3 bedroom luxury Condo, 3 decks and views of Downtown Austin.",415706517,Black Opal,,78702,30.27818,-97.72344,Entire home/apt,281,1,16,2022-05-28,1.61,8,252,16,
51329437,Modern Downtown Oasis with pool & large hot tub,415706517,Black Opal,,78702,30.27343,-97.72438,Entire home/apt,1660,30,6,2021-11-21,0.58,8,67,6,
50954742,Urban gem perfect for work & play in heart of ATX,8280760,Dave,,78702,30.25446,-97.71077,Entire home/apt,250,30,2,2021-12-26,0.23,1,66,2,
50966245,Chic 2-bedroom condo with two bedrooms,360168708,Adam,,78705,30.28877,-97.72608,Entire home/apt,127,2,20,2022-05-10,2.01,1,80,20,
51330317,Quiet One Bedroom 12 min to downtown ATX [Taíno],361355108,Renae,,78744,30.16633,-97.73236,Private room,79,2,9,2021-11-06,0.88,3,0,9,
51124841,10 Min to Downtown,343275038,Edward,,78744,30.19832,-97.74354,Private room,68,4,17,2022-06-03,1.81,2,128,17,
51125040,Sue's Clean & Modern Room,194963345,Sue,,78728,30.45238,-97.68702,Private room,64,3,33,2022-05-30,3.75,4,319,33,
50969389,Modern Private Farmhouse Walking Distance to SOCO,128891658,John,,78704,30.24495,-97.75912,Entire home/apt,300,7,1,2021-08-29,0.11,1,323,1,
51127612,Modern & sleek DT ATX Studio w/ pool & w/d in unit,413747912,Ira,,78702,30.27035,-97.73123,Entire home/apt,97,10,22,2022-05-14,2.11,11,57,22,
51128164,Clean and quiet private room close to Lake,183611405,Anton,,78732,30.38528,-97.88326,Private room,63,1,29,2022-06-06,2.69,4,2,29,
50975065,Bohéme Austin Lake House,412300300,Rebel Doors,,78734,30.3739,-97.9181,Entire home/apt,217,1,31,2022-06-05,2.92,1,352,31,
51129601,Ideal location with new Heated Pool!,413770189,Tom,,78704,30.24633,-97.75578,Entire home/apt,565,3,13,2022-06-05,1.60,2,188,13,
51144841,Gorgeous Zilker Cottage! (available August),5220633,Esteban,,78704,30.25508,-97.76961,Entire home/apt,99,21,0,,,2,68,0,
51148899,WanderJaunt | Florian | 1BR | East Austin,104309976,WanderJaunt,,78702,30.26057,-97.71498,Entire home/apt,10000,1,15,2022-04-23,1.41,215,5,15,
51333029,"Modern 3 BDRM, Domain, Q2, DT&Airpt. Fam&dog FNDLY",108633644,Briss,,78754,30.36858,-97.64865,Entire home/apt,236,3,12,2022-04-11,1.45,1,25,12,
50980104,Modern Artistic Getaway with Large Garden,8667184,Jan,,78723,30.30669,-97.69834,Entire home/apt,116,30,4,2022-03-31,0.53,1,200,4,
50980411,Ping pong palace with a cozy backyard fire pit,59531722,Andrew,,78753,30.39415,-97.65809,Entire home/apt,229,3,7,2022-05-15,0.65,1,179,7,
51334444,Whimsical home for long term (1-12 months) stay,384844639,Alice,,78749,30.203499,-97.858109,Private room,30,30,2,2022-04-15,0.28,1,231,2,
51346596,SoCo Charmer w/ Pool & Screened Porch,36959134,Sonny,,78704,30.23863,-97.74725,Entire home/apt,954,3,9,2022-03-21,0.97,1,113,9,
51346606,"Minutes to Rainey St, Cozy Backyard w/ Grill - East Austin Retreat | Professionally Cleaned + Hosted By GuestSpaces",138398089,GuestSpaces,,78702,30.26035,-97.71317,Entire home/apt,583,1,3,2022-04-03,0.35,32,320,3,
51151373,New & Comfortable Downtown 1 BR Apartment,320820017,Wilmer,,78741,30.23582,-97.72374,Entire home/apt,113,1,18,2022-05-30,2.34,1,7,18,
50994746,"2BR/2BA bungalow in East Austin, steps to Rainey!",30924587,Jenny,,78702,30.25577,-97.73337,Entire home/apt,350,1,2,2021-11-08,0.24,1,63,2,
50995369,Spacious Getaway Family Duplex 30 days or more,73847734,Albert,,78758,30.39806,-97.69723,Entire home/apt,294,1,3,2022-03-27,0.43,1,358,3,
51348392,ENTIRE APP Therapeutic Getaway✨💗,264160742,Glitter✨,,78729,30.44104,-97.77059,Entire home/apt,95,2,10,2021-12-15,1.00,1,160,10,
50997488,Hill country views & a serene executive condo,2961905,Rajeev,,78730,30.35936,-97.79834,Private room,99,1,7,2022-05-20,0.76,3,342,7,
50999830,Guest room w/ private bath in heart of mueller,1568492,Stacie,,78723,30.29945,-97.69724,Private room,99,2,8,2022-05-15,1.12,1,162,8,
51001743,Stylish New Home! Nestled in quiet neighborhood,4731237,Ali,,78752,30.34149,-97.7151,Entire home/apt,264,3,20,2022-05-23,2.32,5,104,20,
51001870,Bindel | The Domain | 1-Bedroom Apartment ATX,106649223,The Bindel,,78758,30.39864,-97.72092,Entire home/apt,110,30,0,,,53,227,0,
51002523,Perfect 2-story home in the heart of Austin,257469814,Kailey,,78704,30.23972,-97.77658,Entire home/apt,157,2,10,2021-10-27,0.91,1,0,10,
51348431,Lovely 1-bedroom apartment in the domain ATX,415872358,Home,,78758,30.3966,-97.7284,Entire home/apt,165,1,12,2021-11-14,1.18,1,363,12,
51153929,sleek 1-bedroom condo with devoted workspace,19611460,Wesley,,78745,30.22554,-97.80424,Entire home/apt,102,30,1,2022-05-31,1,1,281,1,
51002612,The Creek House 🏡 Central East ATX—very walkable!,15686972,Luke,,78722,30.2989,-97.71134,Entire home/apt,218,2,3,2021-08-15,0.29,1,57,3,
51166301,Three Bedroom South Austin Stunner WITH HOT TUB,414096218,Melissa,,78704,30.24286,-97.76572,Entire home/apt,500,3,8,2022-03-16,0.80,2,8,8,
51169191,Lone Star Cottage - 15 minutes to downtown,22028769,Luc,,78737,30.21986,-97.89859,Entire home/apt,187,4,36,2022-05-25,3.45,3,46,36,
51002825,Luxury Comfort Gateway n/The DOMAIN & Kalahari ATX,118410584,Elveda,,78728,30.44059,-97.68946,Entire home/apt,155,2,11,2022-05-16,1.08,3,87,11,
51015534,Cottage in The Hills,59111179,Ingrid,,78738,30.35009,-97.99192,Entire home/apt,329,2,24,2022-05-28,2.54,1,120,24,
51019905,Entire Apartment by Austin’s Popular Domain Area,107802332,Brendan,,78759,30.41233,-97.71579,Entire home/apt,67,1,3,2021-10-17,0.32,1,0,3,
51350104,New Construction 2-BR house with parking & patio,23810477,Mark,,78745,30.22132,-97.77997,Entire home/apt,233,2,27,2022-05-10,2.71,1,58,27,
51020725,Cozy apartment for you | 3BR in Austin,359036978,Casey,,78758,30.406319251661078,-97.71206650734702,Entire home/apt,220,30,0,,,398,365,0,
51020940,NEW! 2BR 2BA Fully Equipped Bungalow! Great Kitchen + Gated Parking/Yard + W/D + AC + On Bus Route!!,56373541,A Stay Above The Rest,,78702,30.26452,-97.72141,Entire home/apt,245,1,16,2022-05-27,1.54,25,168,16,
51170982,Luxury W/A Twist Downtown Austin 1b Serviced Apt,180737130,Peach,,78756,30.320076837040567,-97.73125146257615,Entire home/apt,194,2,7,2022-05-30,0.84,1,355,7,
51022546,The Bindel | East Austin | Professionally Managed,106649223,The Bindel,,78702,30.26324,-97.73309,Entire home/apt,125,30,0,,,53,206,0,
51172808,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.40451,-97.72373,Entire home/apt,109,30,0,,,53,67,0,
51022713,The Bindel | South Congress | Prof Cleaned,106649223,The Bindel,,78704,30.25578,-97.747,Entire home/apt,133,30,0,,,53,192,0,
51172951,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.4031,-97.72144,Entire home/apt,109,30,0,,,53,85,0,
51023276,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.39875,-97.72118,Entire home/apt,107,30,0,,,53,54,0,
51173160,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.40302,-97.71968,Entire home/apt,112,30,0,,,53,353,0,
51023411,The Bindel l Domain l Professionally Cleaned,106649223,The Bindel,,78758,30.4042,-97.723,Entire home/apt,110,30,1,2022-04-19,0.58,53,248,1,
51173255,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.40281,-97.7198,Entire home/apt,108,30,1,2022-03-26,0.39,53,89,1,
51023499,The Bindel l Domain l Amazing Location!,106649223,The Bindel,,78758,30.40154,-97.72647,Entire home/apt,110,30,0,,,53,195,0,
51173739,Electrofied Instagram,170465200,Welcome,,78758,30.39703,-97.7258,Entire home/apt,202,1,8,2022-04-26,1.06,18,82,8,
51026919,Little Blue House,1004372,Miriam,,78722,30.29091,-97.71723,Entire home/apt,86,2,8,2022-05-28,3.53,1,31,8,
51173745,WanderJaunt | Coleto | 1BR | East Austin,104309976,WanderJaunt,,78702,30.25928,-97.71491,Entire home/apt,209,1,27,2022-06-04,2.59,215,206,27,
51174377,WelcomeInn's Donavan Plaza Suite,170465200,Welcome,,78758,30.39685,-97.72614,Entire home/apt,204,1,7,2022-05-02,0.75,18,239,7,
51350517,Electric Pink Palace ATX - less than 5 miles to DT,980514,Ashley,,78745,30.21768,-97.77517,Entire home/apt,803,2,18,2022-06-05,1.95,1,132,18,
51353363,Modern meets luxury with Pool and large hot tub in this downtown upscale home,415706517,Black Opal,,78703,30.28942,-97.76908,Entire home/apt,772,1,16,2022-05-19,2.07,8,166,16,
51353589,"Modern Penthouse With Walls Of Glass, 3 Decks And Unobstructed Views Of Downtown Austin.",415706517,Black Opal,,78702,30.27796,-97.72209,Entire home/apt,344,1,24,2022-05-01,2.36,8,252,24,
51353593,"Modern Downtown Penthouse with Walls of glass, 3 decks and unobstructed views of Downtown Austin.",415706517,Black Opal,,78702,30.27856,-97.72193,Entire home/apt,267,1,37,2022-05-30,3.64,8,251,37,
51353596,"Upscale Contemporary 3 bedroom luxury Condo, 3 decks and views of Downtown Austin.",415706517,Black Opal,,78702,30.27946,-97.722,Entire home/apt,320,1,16,2022-04-03,1.88,8,263,16,
51363144,Luxury 2BR Apt Downtown Austin Texas,9419684,Churchill,,78701,30.2661,-97.74287,Entire home/apt,389,30,0,,,1,315,0,
51029567,Apartment shared space near Downtown,126912467,Luis,,78741,30.23442,-97.72539,Private room,75,1,0,,,1,339,0,
51363173,Spacious 2BR Downtown Austin Texas near River,30283594,Global Luxury Suites,,78701,30.26457,-97.74157,Entire home/apt,432,30,0,,,1,322,0,
51363194,"South Austin 3-Bedroom, Urban Texas Dream-house",387644534,Sophia,,78745,30.21766,-97.78023,Entire home/apt,160,2,21,2022-06-06,2.52,1,335,21,
51175143,"East Downtown Zen Studio W/King Bed, Pool & Vibes",275169754,Madison,,78702,30.25917,-97.72424,Entire home/apt,249,1,22,2022-05-30,2.50,2,256,22,
51175602,Luxury 2 Bedroom House with Office for Remote Work,1780691,Tyler,,78721,30.2792,-97.69749,Entire home/apt,195,30,7,2022-04-12,0.66,1,1,7,
51175680,The Bindel l Rainey l Amazing Location,106649223,The Bindel,,78701,30.25949,-97.73862,Entire home/apt,145,30,0,,,53,365,0,
51175854,The Bindel l East Austin l Professionally Cleaned,106649223,The Bindel,,78702,30.26332,-97.73265,Entire home/apt,133,30,0,,,53,204,0,
51176010,The Bindel l East Austin l Professionally Cleaned,106649223,The Bindel,,78702,30.26317,-97.73111,Entire home/apt,128,30,0,,,53,90,0,
51176125,The Bindel l East Side l Professionally Cleaned,106649223,The Bindel,,78702,30.2652,-97.73293,Entire home/apt,128,30,0,,,53,90,0,
51176402,The Bindel l East Austin l Great Location,106649223,The Bindel,,78702,30.26189,-97.72095,Entire home/apt,140,30,0,,,53,207,0,
51176467,The Bindel l East Austin l Amazing Location,106649223,The Bindel,,78702,30.26058,-97.72066,Entire home/apt,140,30,0,,,53,254,0,
51188579,✨DNA Haus✨ Artsy | Vibey | Comfy,25140716,Derek,,78741,30.220177,-97.731651,Entire home/apt,611,1,2,2022-06-05,2,1,111,2,
51189711,Stay aboard the Sunlight Zephyr!,241933317,Chris,,78734,30.42249,-97.9443,Entire home/apt,165,1,3,2022-05-29,2.31,1,352,3,
51190648,Austin River,264624861,Zero,,78741,30.24591,-97.73019,Entire home/apt,89,1,26,2022-05-30,2.83,1,37,26,
51191273,3b/2b | Spacious new house in a young community,96579897,Richard,,78754,30.35667,-97.64992,Entire home/apt,176,1,7,2022-06-05,5.25,3,353,7,
51033682,"Stunning, Private, Mid-Century Home in East Austin",94705836,Austin,,78724,30.28519,-97.64799,Entire home/apt,215,3,34,2022-06-06,3.23,15,176,34,
51035891,"3bd/3.5ba Close to Downtown, Zilker, Barton Spgs +",10105063,Mitchell,,78704,30.25526,-97.77258,Entire home/apt,895,4,5,2022-05-23,0.68,1,341,5,
51192231,BOHO S 5th st. Condo,241605031,Tristan,,78704,30.23567,-97.7693,Entire home/apt,118,1,27,2022-04-08,2.64,1,0,27,
51367977,Modern Central Austin 1 Bed Room,57177598,Brandon,,78753,30.34589,-97.69969,Entire home/apt,165,2,1,2021-10-25,0.13,1,0,1,
51371917,A home you will love | 2 BR in Austin,359036978,Casey,,78702,30.28065,-97.70893,Entire home/apt,189,30,0,,,398,365,0,
51371921,A home you will love | Studio in Austin,359036978,Casey,,78702,30.28037,-97.71094,Entire home/apt,154,30,0,,,398,365,0,
51371925,A home you will love | 1 BR in Austin,359036978,Casey,,78702,30.280476286775116,-97.7090789902212,Entire home/apt,159,30,0,,,398,365,0,
51371933,A home you will love | Studio in Austin,359036978,Casey,,78702,30.281100612037694,-97.70893969967227,Entire home/apt,154,30,0,,,398,365,0,
51371950,A home you will love | 2 BR in Austin,359036978,Casey,,78702,30.281623239468907,-97.70888990388028,Entire home/apt,198,30,0,,,398,365,0,
51371999,A home you will love | 1 BR in Austin,359036978,Casey,,78702,30.28005,-97.7092,Entire home/apt,157,30,0,,,398,365,0,
51372013,A home you will love | 1 BR in Austin,359036978,Casey,,78702,30.281071891864496,-97.70879407756168,Entire home/apt,150,30,0,,,398,365,0,
51372413,Upscale apartment home | 2 BR in Austin,359036978,Casey,,78758,30.40155,-97.70637,Entire home/apt,185,90,0,,,398,365,0,
51372430,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.401480921994796,-97.70662171528885,Entire home/apt,169,90,0,,,398,365,0,
51372447,Upscale apartment home | 2BR in Austin,359036978,Casey,,78758,30.401196681285512,-97.70616522757385,Entire home/apt,187,90,0,,,398,365,0,
51372449,Upscale apartment home | 2 BR in Austin,359036978,Casey,,78758,30.399499745305633,-97.70610224258294,Entire home/apt,185,90,0,,,398,365,0,
51372451,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.40153824287087,-97.70786958221373,Entire home/apt,172,90,0,,,398,365,0,
51372458,Upscale apartment home | 3BR in Austin,359036978,Casey,,78758,30.40144194472011,-97.7067455337167,Entire home/apt,223,90,0,,,398,365,0,
51372472,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.40166,-97.70788,Entire home/apt,168,90,0,,,398,365,0,
51372477,Upscale apartment home | 2BR in Austin,359036978,Casey,,78758,30.40009,-97.70807,Entire home/apt,198,90,0,,,398,365,0,
51372478,Upscale apartment home | 2 BR in Austin,359036978,Casey,,78758,30.399540349414597,-97.70735098140922,Entire home/apt,185,90,0,,,398,365,0,
51372490,Upscale apartment home | 2BR in Austin,359036978,Casey,,78758,30.399316499074843,-97.70597157773136,Entire home/apt,189,90,0,,,398,365,0,
51372496,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.401479139963065,-97.7076653039285,Entire home/apt,165,90,0,,,398,365,0,
51372509,Upscale apartment home | 2 BR in Austin,359036978,Casey,,78758,30.40162,-97.70636,Entire home/apt,185,90,0,,,398,365,0,
51372512,Upscale apartment home | 2 BR in Austin,359036978,Casey,,78758,30.39952,-97.7066,Entire home/apt,186,90,0,,,398,365,0,
51372513,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.40011,-97.70782,Entire home/apt,165,90,0,,,398,365,0,
51372518,Upscale apartment home | 2 BR in Austin,359036978,Casey,,78758,30.39967,-97.70614,Entire home/apt,185,90,0,,,398,365,0,
51039403,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.39976,-97.72112,Entire home/apt,110,30,0,,,53,89,0,
51372520,Upscale apartment home | 2 BR in Austin,359036978,Casey,,78758,30.399411599150824,-97.70579157519512,Entire home/apt,189,90,0,,,398,365,0,
51372523,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.399507642886146,-97.7075711302116,Entire home/apt,167,90,0,,,398,365,0,
51039521,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.4006,-97.72282,Entire home/apt,110,30,1,2022-05-02,0.77,53,24,1,
51372549,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.40146267942934,-97.70644245219293,Entire home/apt,165,90,0,,,398,365,0,
51372552,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.401527804430497,-97.70654107511761,Entire home/apt,168,90,0,,,398,365,0,
51039665,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.39908,-97.72111,Entire home/apt,106,30,0,,,53,65,0,
51372553,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.40113600607889,-97.7081156446798,Entire home/apt,167,90,0,,,398,365,0,
51372555,Upscale apartment home | 2 BR in Austin,359036978,Casey,,78758,30.40014,-97.70817,Entire home/apt,183,90,0,,,398,365,0,
51040181,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.3991,-97.72271,Entire home/apt,125,30,1,2021-10-31,0.14,53,209,1,
51372564,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.401276356713655,-97.7080539004429,Entire home/apt,163,90,0,,,398,365,0,
51372572,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.39949,-97.70664,Entire home/apt,164,90,0,,,398,365,0,
51040572,The Bindel l Domain l Professionally Managed,106649223,The Bindel,,78758,30.39811,-97.72471,Entire home/apt,133,30,1,2021-11-30,0.16,53,206,1,
51372573,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.39983,-97.70763,Entire home/apt,172,90,0,,,398,365,0,
51372579,Upscale apartment home | 2 BR in Austin,359036978,Casey,,78758,30.39955,-97.70606,Entire home/apt,186,90,0,,,398,365,0,
51041428,WanderJaunt | Elmont | 2BR | Riverside,104309976,WanderJaunt,,78741,30.24165,-97.72683,Entire home/apt,137,1,26,2022-05-22,2.44,215,203,26,
51372584,Upscale apartment home | 2 BR in Austin,359036978,Casey,,78758,30.40074993311337,-97.7081606868952,Entire home/apt,190,90,0,,,398,365,0,
51372594,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.39991,-97.70774,Entire home/apt,163,90,0,,,398,365,0,
51043115,Private Room- South East near the Airport,148986262,Marcel,,78744,30.17312,-97.69493,Private room,138,2,1,2021-10-03,0.12,1,159,1,
51372595,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.399556689358814,-97.70638735569467,Entire home/apt,167,90,0,,,398,365,0,
51372597,Upscale apartment home | 1 BR in Austin,359036978,Casey,,78758,30.40120744539449,-97.70792789490598,Entire home/apt,165,90,0,,,398,365,0,
51372600,Upscale apartment home | 2 BR in Austin,359036978,Casey,,78758,30.401314415237227,-97.70811847317351,Entire home/apt,186,90,0,,,398,365,0,
51376719,Clean apt just for you | 2BR in Austin,359036978,Casey,,78758,30.39888707015312,-97.72244519697632,Entire home/apt,259,30,0,,,398,365,0,
